subject_id,ethnic_group,sex,marital_status,territorial_section,school_yrs,town_yrs,kidnap
564,3,1,1,1,0,0,0
565,3,0,1,1,0,0,0
566,3,0,3,1,0,0,0
567,3,0,1,1,0,0,0
568,3,0,1,1,0,0,0
569,3,0,1,1,3,0,1
570,3,0,1,1,0,0,0
571,3,1,1,1,0,0,0
572,3,0,1,1,0,0,0
573,3,0,3,1,0,0,1
574,3,0,1,1,0,10,1
575,3,1,3,1,0,3,1
576,3,0,3,1,0,0,0
577,3,1,3,1,0,8,0
578,3,1,3,1,2,4,1
579,3,0,1,1,0,0,1
580,3,1,3,1,0,1,0
581,3,1,1,1,0,3,1
582,3,0,1,1,0,0,0
583,3,0,3,1,2,15,0
584,3,0,1,1,0,3,1
585,3,1,3,1,1,0,0
586,3,0,1,1,0,0,1
587,3,0,1,1,0,0,0
588,3,0,3,1,0,1,1
589,3,1,1,1,0,0,0
590,3,1,1,1,0,7,0
591,3,1,1,1,0,4,0
592,3,1,3,1,0,1,1
593,3,0,3,3,0,0,0
594,3,1,3,3,0,0,1
595,3,0,3,3,0,0,0
596,3,1,1,3,0,0,0
597,3,1,1,3,0,0,0
598,3,0,1,3,0,0,0
599,3,0,1,3,0,0,0
600,3,0,1,3,0,0,0
601,3,0,1,3,0,0,0
602,3,0,1,3,0,0,0
603,3,0,1,3,0,0,0
604,3,1,1,3,3,3,0
605,3,1,1,3,0,3,0
607,3,0,1,3,0,0,1
608,3,0,1,3,0,0,0
609,3,1,1,3,0,1,0
610,3,0,1,3,0,0,0
611,3,0,3,2,0,0,0
612,3,0,1,2,0,0,0
613,3,0,3,2,0,0,0
614,3,0,1,2,0,0,0
615,3,0,3,2,0,0,0
616,3,0,1,2,0,5,1
617,3,1,3,2,0,0,0
618,3,0,1,2,0,0,0
619,3,0,1,2,0,0,0
620,3,1,3,2,4,4,0
621,3,1,3,2,0,0,0
622,3,0,3,2,0,3,0
623,3,0,1,2,0,0,0
624,3,0,1,2,0,0,1
625,3,0,1,2,0,0,0
626,3,0,2,2,0,0,0
627,3,1,1,2,0,0,0
628,3,0,1,2,0,1,1
629,3,0,1,2,0,0,1
630,3,0,1,2,0,0,1
631,3,0,1,2,0,0,1
632,3,0,1,2,1,0,1
633,3,1,1,2,0,0,1
634,3,0,1,2,0,1,0
635,3,0,3,2,0,0,1
636,3,0,3,2,0,0,0
637,3,0,1,2,2,0,0
638,3,0,1,2,0,0,0
639,3,0,1,2,0,0,1
640,3,0,3,2,0,0,1
641,3,1,1,2,0,18,1
642,3,0,1,2,0,0,0
643,3,1,1,2,0,0,0
644,3,0,1,2,0,2,0
645,3,0,3,2,0,0,0
646,3,1,3,2,0,23,0
647,3,1,3,2,0,0,0
648,3,0,1,3,0,0,0
649,3,0,3,3,0,0,0
650,3,0,1,3,0,0,1
651,3,0,1,3,0,0,0
652,3,0,3,3,0,0,1
653,3,1,3,3,0,1,1
654,3,1,1,3,0,0,0
655,3,1,2,3,5,20,0
656,3,1,1,3,0,0,1
657,3,0,1,3,0,0,1
658,3,0,3,3,2,2,1
659,3,0,3,3,0,1,1
660,3,0,1,3,0,3,0
661,3,0,3,3,0,0,0
662,3,0,3,3,0,0,1
663,3,0,3,3,0,0,1
664,3,0,3,3,0,0,1
665,3,1,1,3,0,0,1
666,3,1,2,3,0,26,1
667,3,1,3,3,0,10,1
668,3,1,1,1,0,0,0
669,3,1,1,1,0,0,0
670,3,0,1,1,0,0,0
671,3,0,3,1,0,5,0
672,3,0,1,1,0,3,0
673,3,0,3,1,0,0,0
674,3,0,3,1,4,4,1
675,3,0,1,1,0,0,1
676,3,1,3,1,5,15,1
677,3,1,1,1,0,0,0
678,3,0,3,1,0,0,0
679,3,0,3,1,0,2,0
680,3,0,1,1,0,0,0
681,3,0,3,1,0,0,0
682,3,1,3,1,0,0,0
683,3,0,1,1,0,0,1
684,3,0,1,1,0,0,1
685,3,1,1,1,0,0,1
686,3,1,2,1,0,0,1
687,3,0,1,1,0,0,1
688,3,0,1,1,0,0,1
689,3,0,3,1,0,0,0
690,3,0,1,1,3,5,0
691,3,0,3,1,0,0,0
692,3,0,1,1,0,0,0
693,3,1,1,1,0,0,0
694,3,0,1,1,0,0,0
695,3,0,3,1,0,0,0
696,3,0,1,1,0,0,0
697,3,1,1,1,0,0,0
698,3,0,1,1,0,0,1
699,3,0,1,1,0,0,0
700,3,1,1,1,0,0,0
701,3,0,1,1,0,0,0
702,3,0,1,1,0,0,1
703,3,0,1,1,0,0,1
704,3,0,3,1,0,0,0
705,3,0,3,1,0,0,0
706,3,0,1,1,0,0,0
707,3,1,1,1,0,0,0
708,3,0,3,1,0,1,0
709,3,1,3,1,0,25,0
710,3,0,2,1,0,0,0
711,3,0,3,1,0,0,0
712,3,1,1,1,0,0,0
713,3,1,1,1,0,0,0
714,3,0,1,1,0,2,0
715,3,1,1,1,0,0,0
716,3,1,1,1,0,0,0
717,3,1,2,1,2,2,1
718,3,0,3,3,0,0,0
719,3,0,3,3,0,0,1
720,3,1,2,3,0,0,1
721,3,0,1,3,0,0,1
722,3,0,1,3,0,0,1
723,3,0,1,3,0,0,0
724,3,0,3,3,0,0,1
725,3,0,3,3,0,0,1
726,3,0,1,3,0,0,0
727,3,0,3,3,2,10,1
728,3,1,1,3,0,0,0
729,3,0,1,3,0,0,0
730,3,0,2,3,0,1,1
731,3,0,3,3,0,0,1
732,3,0,1,3,0,0,0
733,3,1,1,3,0,0,1
734,3,1,3,3,0,0,0
735,3,1,1,3,0,0,0
736,3,1,3,3,0,0,1
737,3,0,3,3,0,0,0
738,3,0,3,3,0,0,0
739,3,1,1,2,0,0,0
740,3,1,1,2,0,0,0
741,3,0,1,2,0,0,0
742,3,0,3,2,0,0,1
743,3,0,1,2,0,0,1
744,3,1,1,2,0,0,0
745,3,0,1,2,0,0,1
746,3,0,1,2,7,0,0
747,3,0,1,2,0,0,1
748,3,1,1,2,0,0,0
749,3,0,1,2,0,0,1
750,3,0,1,2,0,0,1
751,3,1,3,2,0,0,1
752,3,1,3,2,0,0,0
753,3,0,3,2,0,0,1
754,3,1,3,2,3,5,0
755,3,0,1,2,1,11,1
756,3,0,1,2,0,0,1
757,3,1,2,2,1,0,0
758,3,0,1,2,0,0,0
759,3,0,1,2,0,0,0
760,3,0,1,2,0,0,0
761,3,1,1,2,0,16,0
762,3,0,1,2,0,1,1
763,3,1,1,2,0,0,0
764,3,0,1,2,0,0,1
765,3,0,3,2,0,0,0
766,3,0,1,2,0,0,0
767,3,0,1,2,0,0,0
768,3,1,1,2,0,0,0
769,3,1,1,2,0,0,0
770,3,1,1,2,0,0,0
772,3,0,1,2,0,0,0
773,3,0,3,2,0,0,1
774,3,0,3,2,0,0,0
775,3,1,3,2,3,7,0
776,3,1,3,2,0,0,0
777,3,0,1,2,0,0,0
778,3,0,3,2,0,0,1
779,3,0,1,2,0,0,0
780,3,1,1,2,0,0,0
781,3,0,1,3,0,0,1
782,3,0,1,3,0,0,1
783,3,0,1,3,0,0,1
784,3,0,4,3,0,0,0
785,3,0,1,3,2,0,0
786,3,1,1,3,0,0,0
787,3,0,1,3,0,0,1
788,3,0,3,3,0,0,1
789,3,1,2,3,0,0,1
790,3,0,1,3,0,1,0
791,3,1,2,3,0,0,1
792,3,0,1,3,0,0,0
793,3,0,3,3,5,3,0
